city_name,overall_risk,general_fund_reserves_risk,debt_burden_risk,liquidity_risk,revenue_trends_risk,pension_obligations_risk,pension_funding_risk,pension_costs_risk,future_pension_costs_risk,opeb_obligations_risk,opeb_funding_risk,overall_points,general_fund_reserves_points,debt_burden_points,liquidity_points,revenue_trends_points,pension_obligations_points,pension_funding_points,pension_costs_points,future_pension_costs_points,opeb_obligations_points,opeb_funding_points,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,population,unemployment_rate,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,end_year,county_name,zip,entity_name,eligible,total_registered,democratic,republican,american_independent,green,libertarian,peace_and_freedom,unknown,other,no_party_preference,AMI
Mt. Shasta,Low,MODERATE,LOW,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,75.29,14.45,15,10,2.13,8.24,3.8,3.89,2.78,10,5,0.37,0.15,3.17,-0.03,0.47,0.76,0.04,0.08,NA,NA,3277,0.017,1102110,347249,1209836,7826410,0.18,1253502,3346566,935063,897507,1253502,3483440,3520797,3304704,3660325,0,11650145,15266738,326891,633886.31,NA,2018,Siskiyou,96067,Mt. Shasta,34368,29240,8856,11913,1424,168,397,143,186,65,6088,80300
Murrieta,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,HIGH,79.18,23.74,14.08,10,3.13,8.16,3.85,3.06,2.78,9.68,0.7,0.64,0.31,5.41,0.05,0.48,0.77,0.07,0.08,0.29,0.14,114715,0.035,30977788,5720965,28622314,92025774,0.09,26488358,41634368,22974820,21141103,26488358,41796091,40811157,45796411,44519908,0,109806451,142160711,6519078,7053708.23,26339158,2018,Riverside,92562,Murrieta,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Napa,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,62.48,9.54,13.91,10,3.13,5.68,3.3,2.78,1.94,10,2.2,0.26,0.33,3.25,0.05,0.79,0.66,0.08,0.11,0.03,0.44,78946,0.031,22737997,7003964,70044892,212457875,0.06,24882191,97031389,22424769,25188778,24882191,83372542,84016177,91591307,167593585,0,325522542,496107167,17267751,24050664.99,6800959,2018,Napa,94559,Napa,90729,84845,41749,18434,2773,460,908,298,528,304,19391,119400
National City,Moderate,LOW,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,71.04,24.78,14.08,10,2.75,3.2,3.45,2.22,0.56,10,0,0.69,0.31,5.27,0.02,1.1,0.69,0.1,0.16,0.06,0,61272,0.046,38524469,7315657,28365397,91346978,0.02,39589001,57554266,38544177,37814021,39589001,52873165,51623027,54814126,100576938,0,228914556,331805265,8792284,14833342.48,5268116,2018,San Diego,91950,National City,2214746,1950545,782594,538982,66424,6814,20698,7777,9494,8387,509375,106900
Needles,Low,LOW,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,78.71,24.87,10.58,6.9,3.75,10,4,4.44,4.17,10,0,0.63,0.73,1.38,0.1,0.18,0.8,0.02,0.03,0.05,0,4977,0.028,1182001,856044,16379100,22511830,0.21,3103217,4891385,2141234,2454616,3103217,3210149,3763858,3824472,4077526,0,16100925,20012816,391481,743531.89,1230602,2018,San Bernardino,92363,Needles,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Nevada City,Moderate,HIGH,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,LOW,63.9,4.53,12.83,10,3.25,7.92,3.7,4.17,2.5,10,5,0.14,0.46,4.2,0.06,0.51,0.74,0.03,0.09,NA,NA,3139,0.03,1502100,357711,4271072,9339959,-0.15,591147,4319201,815569,630837,591147,3643616,3910024,4047100,4744191,0,13635137,18387990,266657,795410.85,NA,2018,Nevada,95959,Nevada City,77628,74299,29330,24549,2817,620,960,223,39,5851,9910,98400
Newark,Low,LOW,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,76.46,30,15,10,3.75,1.04,3.3,2.22,0,10,1.15,0.83,0.17,13.32,0.1,1.37,0.66,0.1,0.18,0.07,0.23,48185,0.028,41383079,3106252,13013924,74394329,0.22,43606972,52658577,29439063,33751098,43606972,51733287,55337168,62207123,101929323,0,199611077,302239197,7704010,13396541.55,5567837,2018,Alameda,94560,Newark,1092044,966809,574959,106702,19331,5249,5745,3543,91,5521,245668,142800
Newman,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,LOW,80.95,20.11,15,10,2.88,8.24,3.6,3.06,3.06,10,5,0.56,0.04,4.54,0.03,0.47,0.72,0.07,0.07,NA,NA,11611,0.085,3038570,670014,519459,11756733,0.02,2718927,4877373,2638064,2683501,2718927,4198013,4408689,4463456,5473849,0,13606045,18946306,822534,869054.9,NA,2018,Stanislaus,95360,Newman,346686,279644,107472,99322,9584,746,2641,1271,1911,2144,54553,80300
Newport Beach,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,58.61,12.98,12.16,10,3.13,2.56,3.4,1.67,0.56,10,2.15,0.35,0.54,5.75,0.05,1.18,0.68,0.12,0.16,0.09,0.43,85074,0.027,75491561,13127292,148392844,276863007,0.09,75449904,212542370,63545372,71147014,75449904,199129107,204374344,216516466,325643111,0,673317415,983800222,33448689,44982826.64,25519576,2018,Orange,92660,Newport Beach,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Norco,Low,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,LOW,LOW,LOW,HIGH,78.09,24,9.08,10,3,8.48,3.5,4.17,3.61,10,2.25,0.64,0.91,5.15,0.04,0.44,0.7,0.03,0.05,0.22,0.45,26791,0.037,13926620,2702718,40700174,44783775,0.1,12390363,19413790,10312820,11779031,12390363,18032263,18368765,19534565,19490441,0,45711114,64873602,1466344,2226242.72,9861471,2018,Riverside,92860-1903,Norco,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Norwalk,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,HIGH,65.97,11.47,14.24,10,2.75,7.6,3.6,3.89,2.78,9.04,0.6,0.33,0.29,3.28,0.02,0.55,0.72,0.04,0.08,0.37,0.12,104798,0.046,14110585,4297148,27634249,94788671,-0.04,15429547,46640019,16647202,15846406,15429547,44773986,44372786,46533016,52534941,0,130160489,181687839,4252350,7500995.74,35354847,2018,Los Angeles,90650,Norwalk,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Novato,Moderate,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,66.69,18.89,13.74,10,2.88,2.16,3.8,3.06,1.11,10,1.05,0.55,0.35,7.11,0.03,1.23,0.76,0.07,0.14,0.07,0.21,55640,0.025,22831461,3211270,18835321,53629806,-0.05,23089966,41754562,25906216,22456910,23089966,38029003,36945383,40063989,47489946,18599366,154382808,201890006,3852561,7493693.17,3681000,2018,Marin,94945-5054,Novato,180089,175192,105707,23248,4240,1023,1261,333,528,614,38238,166000
Oakdale,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,HIGH,LOW,LOW,66.2,12.25,12.66,8.3,2.75,5.76,3.65,3.61,2.22,10,5,0.33,0.48,1.66,0.02,0.78,0.73,0.05,0.1,NA,NA,23395,0.081,2545772,1531845,16152114,33380551,0.09,4398417,13493142,3840354,4889007,4398417,11753360,12134925,12218253,23428400,2519100,62363615,85817946,1657298,3226699.31,NA,2018,Stanislaus,95361,Oakdale,346686,279644,107472,99322,9584,746,2641,1271,1911,2144,54553,80300
Oakland,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,43.66,7.65,11.58,10,3.13,0,3.3,1.11,0.28,6.56,0.05,0.2,0.61,2.97,0.05,1.7,0.66,0.14,0.17,0.68,0.01,429056,0.035,457695000,153902000,752337000,1241476000,0.15,150083000,739184000,123332000,104322000,150083000,694886000,704726000,765882000,1703925000,407951000,3606668295,5494606193,168272000,213937731.55,849471000,2018,Alameda,94612,Oakland,1092044,966809,574959,106702,19331,5249,5745,3543,91,5521,245668,142800
Oakley,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,95.07,30,14.41,10,3.5,10,4.1,4.17,3.89,10,5,0.85,0.27,8.13,0.08,0.05,0.82,0.03,0.04,NA,NA,42121,0.036,11277726,1386498,10419636,38687686,0.08,11428720,13425474,10010917,9394999,11428720,12772318,13856790,15006026,2059612,0,8881697,10860577,986847,1381081.21,0,2018,Contra Costa,94561,Oakley,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Oceanside,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,66.37,13.29,14.49,10,3,6.24,3.8,3.33,2.22,10,0,0.37,0.26,9.2,0.04,0.72,0.76,0.06,0.1,0.02,0,175758,0.035,64736213,7037872,98495709,377708769,0.03,56545263,151427200,55174298,64354478,56545263,130355329,135518722,140010179,244166806,26660000,718416784,946617649,24381485,38087865.12,5730327,2018,San Diego,92054,Oceanside,2214746,1950545,782594,538982,66424,6814,20698,7777,9494,8387,509375,106900
Ojai,Moderate,MODERATE,LOW,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,70.73,13.8,15,10,3.13,8.32,3.65,3.61,3.33,9.44,0.45,0.38,0.03,2.55,0.05,0.46,0.73,0.05,0.06,0.32,0.09,7480,0.03,3812125,1493368,395568,11845922,0.04,3640798,9673936,3383517,3613618,3640798,8673551,9518993,9426144,5394741,0,13732265,18882932,586485,696680.58,3801352,2018,Ventura,93023,Ojai,537055,500442,212552,145457,14981,1721,4765,1757,3939,4984,110286,115400
Ontario,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,LOW,HIGH,MODERATE,HIGH,59.64,8.21,13.66,10,3.25,7.52,3.65,3.61,2.22,7.52,0,0.26,0.36,2.66,0.06,0.56,0.73,0.05,0.1,0.56,0,180718,0.036,55542650,20884494,172464400,481765926,-0.19,68476315,259373645,103593755,80958888,68476315,200480478,194759294,224013641,268431026,0,739925428,1012499811,26208003,47960377.46,268308897,2018,San Bernardino,91764,Ontario,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Orange,Moderate,MODERATE,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,53.94,11.02,15,10,2.75,0,3.5,1.67,0,10,0,0.31,0.15,6.62,0.02,1.56,0.7,0.12,0.21,0.18,0,139449,0.03,29842077,4509805,26207066,169275489,0,34763378,112147880,34732497,35810692,34763378,108218191,112747293,111107475,263996533,0,627549436,891358024,20768531,36193842.1,31274406,2018,Orange,92866-1591,Orange,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Orange Cove,Low,MODERATE,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,81.61,15.47,14.33,10,3.63,10,4.85,4.44,3.89,10,5,0.49,0.28,3.14,0.09,0.04,0.97,0.02,0.04,NA,NA,10286,0.117,430618,137124,2571451,9322725,-0.23,1348316,2737719,2309983,1523949,1348316,2155787,2088851,2502192,334714,0,7835707,8081308,195039,350885.3,NA,2018,Fresno,93646,Orange Cove,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
Orinda,Low,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,71.48,23.35,0,10,3.13,10,5,5,5,10,0,0.65,2.29,4.11,0.05,NA,NA,NA,NA,0.02,0,19821,0.019,9508346,2314992,53465098,23377157,0.02,8917186,13720615,9204680,6840309,8917186,13585483,13541440,14898308,NA,NA,NA,NA,NA,NA,411965,2018,Contra Costa,94563,Orinda,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Orland,Moderate,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,LOW,HIGH,LOW,HIGH,57.55,7.89,11.16,7.7,5,6.32,3.65,3.61,2.22,10,0,0.2,0.66,1.54,0.22,0.71,0.73,0.05,0.1,0.05,0,7635,0.068,880950,573651,6108280,9233337,2.11,1086261,5526811,157645,750291,1086261,3697975,4109425,5459053,5761376,814100,15887457,21629331,493433,922972.93,498836,2018,Glenn,95963,Orland,19242,14279,4047,6375,563,33,169,56,13,41,2982,80300
Oroville,Moderate,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,67.8,18.36,15,10,3.5,2.8,3.7,3.33,1.11,10,0,0.47,0.2,2.61,0.08,1.15,0.74,0.06,0.14,0.08,0,19130,0.053,5661493,2173317,4582552,22437254,0.19,6002676,12681720,4293494,4538168,6002676,11935751,12254747,13687991,21705655,4010000,61720290,83600896,1416929,3178016.77,1852949,2018,Butte,95965,Oroville,151237,124793,44489,44733,4960,715,1660,512,491,969,26264,85000
Oxnard,Moderate,MODERATE,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,49.83,6.75,6.58,10,2.75,5.6,3.7,2.78,1.67,10,0,0.19,1.21,2.54,0.02,0.8,0.74,0.08,0.12,0.1,0,209271,0.049,35830461,14097842,451831724,374882721,0.01,29903896,155284695,33738072,45433494,29903896,140041669,145646208,144677250,301098307,0,813388654,1103810587,30633251,43866198.47,36120740,2018,Ventura,93030,Oxnard,537055,500442,212552,145457,14981,1721,4765,1757,3939,4984,110286,115400
Pacific Grove,Moderate,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,62.96,18.92,13.74,10,3.13,0,3.55,3.06,0.56,10,0,0.51,0.35,8.3,0.05,1.68,0.71,0.07,0.16,0.12,0,15487,0.052,10567638,1273173,11182445,32210488,0.09,11652288,22744347,9894619,11632102,11652288,20814062,21977796,22919219,39440944,14680804,99304058,138983366,2392372,5174987.12,3805435,2018,Monterey,93950,Pacific Grove,244481,206917,107230,41877,5558,922,1614,908,1941,193,46674,90100
Pacifica,Moderate,MODERATE,HIGH,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,49.98,11.05,6.75,8,2.75,3.36,3.9,3.06,1.11,10,0,0.28,1.19,1.6,0.02,1.08,0.78,0.07,0.14,0.11,0,38754,0.024,6542655,4100788,66589669,56135846,0.22,8550384,30984437,5864279,6309097,8550384,30973052,30436194,32332322,50800672,10035001,173298451,223323834,4091491,7964549.51,6304041,2018,San Mateo,94044,Pacifica,504398,442988,242349,64016,9802,1726,2952,1315,2172,2068,116588,166000
Palm Desert,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,MODERATE,92.13,30,15,10,3.25,8.88,3.65,3.89,3.61,10,3.85,1.47,0.07,11.61,0.06,0.39,0.73,0.04,0.05,0.04,0.77,53129,0.044,79377363,6834955,6898339,98946626,0.05,79861454,54468225,72834025,74918565,79861454,53437908,56079870,59241399,38965978,0,95138442,129976022,4219764,4648890.6,4120584,2018,Riverside,92260,Palm Desert,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Palm Springs,Moderate,LOW,HIGH,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,58.05,17.76,8.33,10,3.75,4.08,3.4,3.06,1.67,6,0,0.45,1,5.78,0.1,0.99,0.68,0.07,0.12,0.75,0,48355,0.041,38319652,6629931,189490296,189963571,0.36,47290762,105193938,26430673,29551333,47290762,100813715,110625348,122045867,167874462,20011558,341470447,505101604,13718329,23054281.8,141642158,2018,Riverside,92263-2743,Palm Springs,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Palmdale,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,89.19,30,10.5,10,2.88,9.28,3.75,4.17,3.61,10,5,0.76,0.74,5.83,0.03,0.34,0.75,0.03,0.05,0,1.81,156158,0.063,54622784,9369194,92172249,123862103,0.15,47752858,62700924,35965607,42456902,47752858,60455502,61219341,64428761,42266965,0,127867280,171085845,3509493,6570334.81,NA,2018,Los Angeles,93550,Palmdale,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Palo Alto,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,64.24,11.02,13.91,10,3.13,6,3.3,3.33,1.94,9.76,1.85,0.31,0.33,5.61,0.05,0.75,0.66,0.06,0.11,0.28,0.37,66258,0.022,49250000,8784000,183896000,556761000,0.01,60297000,195155000,59843000,55398000,60297000,165830000,164400000,180084000,415112000,0,826841137,1250737476,34255000,58895518.77,153509000,2018,Santa Clara,94303,Palo Alto,1205945,1019309,504474,172323,22686,3524,7822,3685,253,2742,301800,168500
Palos Verdes Estates,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,LOW,75.99,20.03,15,10,3,5.04,3.75,3.06,1.11,10,5,0.59,0.06,10.88,0.04,0.87,0.75,0.07,0.14,NA,NA,13360,0.022,9930705,912657,1046056,17312586,-0.07,9796521,16716758,11313807,11123488,9796521,13237705,13748783,14206383,15040247,0,45045988,60218533,1202046,2456300.63,NA,2018,Los Angeles,90274,Palos Verdes Estates,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Paradise,Moderate,MODERATE,LOW,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,52.44,7.89,15,10,3.13,0.16,3.6,3.06,1.39,8.16,0.05,0.2,0.08,3,0.05,1.48,0.72,0.07,0.13,0.48,0.01,26711,0.049,1163619,388288,1686285,21726542,0.84,2521411,12807870,805798,1892966,2521411,11637038,12058020,12677964,21713980,10389129,55939164,77773799,1458470,2870598.6,10446476,2018,Butte,95969,Paradise,151237,124793,44489,44733,4960,715,1660,512,491,969,26264,85000
Paramount,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,78.23,22.27,14.41,10,2.88,7.92,3.75,3.33,2.78,9.84,1.05,0.62,0.27,9.63,0.03,0.51,0.75,0.06,0.08,0.27,0.21,54259,0.051,14336433,1488889,12381257,45214315,0.03,16322553,26164875,15685311,15177816,16322553,25234094,24994736,26701585,22896454,0,64787730,85973150,2644757,3432566.74,12047000,2018,Los Angeles,90723,Paramount,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Parlier,Moderate,HIGH,LOW,HIGH,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,55.36,0,15,0,2.25,10,3.95,4.72,4.44,10,5,-0.33,0.1,0,-0.02,0.08,0.79,0.01,0.02,NA,NA,15342,0.083,0,1332781,2212476,22649671,0,-1184027,3590786,-1207329,-1050586,-1184027,3366047,3071314,3240565,1796031,0,6613662,8375530,193422,478100.27,NA,2018,Fresno,93648,Parlier,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
Pasadena,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,56.43,9.72,10.58,10,2.88,4.4,3.7,3.06,1.94,10,0.15,0.28,0.73,4.39,0.03,0.95,0.74,0.07,0.11,0.11,0.03,140906,0.039,69548259,15830360,479700830,657421384,-0.04,71326735,258196918,76945293,78220343,71326735,222885751,235523296,233028584,505523745,117412025,1414657010,1907791701,45880982,71223256.17,70259751,2018,Los Angeles,91109-7215,Pasadena,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Paso Robles,Low,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,79.58,30,7.33,10,2.75,7.52,3.55,3.33,2.5,10,2.6,0.85,1.12,9.65,0.02,0.56,0.71,0.06,0.09,0.09,0.52,32133,0.029,31057490,3219102,82219211,73304886,0.14,32364562,38029526,25108559,26640410,32364562,38703668,39070551,39747475,41400333,0,96547724,136245561,4153795,6236606.57,6618502,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patterson,Moderate,MODERATE,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,58.75,13.65,0,10,3.63,10,3.85,4.17,3.61,9.84,0,0.38,2.27,2.44,0.09,0.22,0.77,0.03,0.05,0.27,0,22345,0.06,6245140,2559491,90031691,39646743,0.02,7317420,19260430,7148556,8024629,7317420,11861053,12963553,14107092,8660094,0,28321498,36714455,1294042,1824091.71,10873000,2018,Stanislaus,95363,Patterson,346686,279644,107472,99322,9584,746,2641,1271,1911,2144,54553,80300
Perris,Low,LOW,HIGH,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,HIGH,71.85,21.52,2.42,10,5,10,3.75,4.72,4.44,10,0,0.58,1.71,2.51,0.21,0.11,0.75,0.01,0.02,0.14,0,78903,0.05,31756221,12672068,195839792,114632353,0.09,22993355,39702892,20078523,18044758,22993355,32594169,32892796,46108384,12958547,0,38273396,51244365,1045038,2240380.03,16108757,2018,Riverside,92570,Perris,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Petaluma,Moderate,MODERATE,HIGH,LOW,MODERATE,MODERATE,MODERATE,HIGH,HIGH,LOW,HIGH,53.1,10.72,7.41,10,3,5.36,3.55,1.39,1.67,10,0,0.28,1.11,3.59,0.04,0.83,0.71,0.13,0.12,0.13,0,61826,0.025,11056070,3079969,132752517,119221342,0.14,13011258,45839202,10143084,11359923,13011258,42186864,43945192,45809145,99057137,0,227056533,318093714,15792022,14079706.34,15744000,2018,Sonoma,94952,Petaluma,340306,300840,168614,54084,8324,2088,2996,930,1763,1385,60656,112800
Pico Rivera,Low,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,LOW,MODERATE,LOW,HIGH,82.19,30,9.16,10,3.5,8.4,3.35,3.89,3.33,9.76,0.8,0.78,0.9,6.99,0.08,0.45,0.67,0.04,0.06,0.28,0.16,62677,0.052,31151742,4456130,71252313,79139752,-0.02,35584720,45417827,36738631,34524556,35584720,37927871,37906839,43598587,35551822,0,73708722,109644042,2911582,4782145.44,22380000,2018,Los Angeles,90660,Pico Rivera,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Piedmont,Moderate,MODERATE,LOW,LOW,MODERATE,LOW,LOW,MODERATE,HIGH,LOW,HIGH,63.36,7.05,14.66,10,3.38,8.16,4.3,3.06,1.39,9.36,2,0.19,0.24,3.69,0.07,0.48,0.86,0.07,0.13,0.33,0.4,11251,0.018,7102092,1923289,8902222,37138890,0.09,5505454,29043134,4717674,4695201,5505454,26165278,26788767,29757358,15482420,2484000,98316964,113852198,2521862,4716958.82,12151000,2018,Alameda,94611,Piedmont,1092044,966809,574959,106702,19331,5249,5745,3543,91,5521,245668,142800
Pinole,Low,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,74.4,30,11.58,10,3.5,5.28,3.65,3.33,1.94,5.12,0,1.62,0.61,11.1,0.08,0.84,0.73,0.06,0.11,0.86,0,19325,0.032,25270837,2277136,25305026,41315056,0.75,25780881,15913459,9062287,11700289,25780881,17389878,17152904,20116384,31369644,3436175,83426601,114843538,2298114,4591967.19,35588000,2018,Contra Costa,94564,Pinole,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Pismo Beach,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,86.89,30,12.25,10,2.75,8.4,3.85,3.61,3.33,10,2.7,0.96,0.53,10.25,0.02,0.45,0.77,0.05,0.06,0.05,0.54,8206,0.017,22887774,2232086,22123369,41767225,0.09,22409565,23246271,19075211,21439685,22409565,22902525,23846186,23893866,18750306,0,53592741,69481589,2166482,2633447.77,1969480,2018,San Luis Obispo,93449-2056,Pismo Beach,206297,183746,68853,64199,6330,932,2201,509,794,1549,38379,109200
Pittsburg,Moderate,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,HIGH,69.28,16.52,13.33,10,3,5.76,3.8,3.89,3.06,9.52,0.4,0.45,0.4,4.22,0.04,0.78,0.76,0.04,0.07,0.31,0.08,72450,0.038,19270447,4567758,45869086,115472082,0.07,18954734,41879925,16623698,17472061,18954734,36638472,37980136,39665970,55985750,34030018,153546002,201620559,4927620,8609180.36,36292000,2018,Contra Costa,94565,Pittsburg,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Placentia,Moderate,HIGH,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,48.38,1.9,13.49,10,3.25,4.88,3.65,2.5,1.67,7.04,0,0.06,0.38,2.59,0.06,0.89,0.73,0.09,0.12,0.62,0,51538,0.03,3283195,1269425,17373302,46281291,-0.26,2054111,34602859,3958075,3696488,2054111,29647259,29722370,33339154,41111875,0,106595312,146779766,3967425,5515342.42,28835000,2018,Orange,92870,Placentia,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Placerville,High,HIGH,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,40.35,6.11,0,7.35,2.75,5.52,3.35,3.33,1.94,10,0,0.18,2.35,1.47,0.02,0.81,0.67,0.06,0.11,0.15,0,11064,0.028,1052679,715024,53685865,22808201,-0.07,1599780,9102042,1838988,1625473,1599780,8165470,8341791,8525898,18427971,0,37935677,56301156,1460603,2560526.56,3488238,2018,El Dorado,95667,Placerville,145474,135554,41755,55764,5675,639,2202,373,13,867,28266,102200
Pleasant Hill,Low,LOW,LOW,LOW,LOW,HIGH,MODERATE,MODERATE,HIGH,LOW,LOW,75.57,21.89,15,10,4,3.2,3.7,2.5,0.28,10,5,0.59,0.06,5.45,0.12,1.1,0.74,0.09,0.17,NA,NA,34889,0.029,14993374,2749987,2123603,36291291,0.08,15358638,26077599,13419313,12466045,15358638,22720371,24044033,28074484,39978270,0,111224575,151146147,3127536,5991974.8,NA,2018,Contra Costa,94523,Pleasant Hill,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Pleasanton,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,60.97,9.28,13.24,10,3,6.72,3.5,2.5,0.56,9.92,2.25,0.24,0.41,4.15,0.04,0.66,0.7,0.09,0.16,0.26,0.45,82357,0.026,25461061,6127977,75641677,184044124,0.16,27610496,116477717,20500712,22397115,27610496,111790882,115572991,120854249,121603615,0,459504515,657975464,16001952,29508078.5,48139000,2018,Alameda,94566,Pleasanton,1092044,966809,574959,106702,19331,5249,5745,3543,91,5521,245668,142800
