city,county,zipcode,overall_risk,overall_points,county_voter_reg,county_voter_turnout,county_prop_mail_vote,county_n_precincts,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_unemployment_5yr,county_unemployment,county_per_cap_gdp,county_pop,county_per_cap_income,county_n_jobs,county_avg_wage,county_med_age,county_prop_m,county_college,county_per_cap_precints,good_pension_health,is_county_job_center
Dinuba,Tulare,93618,Moderate,53.18,0.6045185610298884,0.4399,0.36810000000000004,244,0.22,0.81,1,-0.01,0.37,0.74,0.05,0.08,0.49,0,6560512,6553662,41367934,51261682,0.79,3369500,15259514,1113239,1533739,3369500,17727474,15943197,17323412,19050514,0,57687701,78219642,2435627,4029109.05,25025681,0.1066,0.154,28.15140725010126,436987,27717,182825,33769,29.6,0.5007960523042548,0.133,5.583690132658409e-4,FALSE,FALSE
Dixon,Solano,95620,Low,81.05,0.6956945732923293,0.594,0.5109,214,0.72,0.66,8.06,0.09,0.49,0.73,0.05,0.08,0.09,0,15328326,1901473,28188096,42648049,0.18,15665778,21866759,11292148,13824258,15665778,19433514,19486919,22748189,20835565,0,59330066,81366315,2217627,3593811.78,3813150,0.06620000000000001,0.10800000000000001,44.24209217870287,410290,37379,174328,48554,36.9,0.49884720437989755,0.242,5.2158229544956e-4,FALSE,FALSE
Dorris,Siskiyou,96023,Low,95.38,0.7847023827055046,0.6397999999999999,0.6133,72,1.11,0,13.23,-0.17,NA,NA,NA,NA,NA,NA,465613,35201,5800,1402118,-0.01,474128,426849,484195,472414,474128,480742,290885,306608,NA,NA,NA,NA,NA,NA,NA,0.1008,0.14800000000000002,29.77768598731803,44788,30718,21115,32925,47,0.4987750556792873,0.231,0.0016075734571760294,NA,FALSE
Dos Palos,Merced,93620,Low,87.78,0.6923899026027232,0.46090000000000003,0.4029,118,0.98,0.33,25.84,0.01,0.61,0.77,0.06,0.11,NA,NA,1110183,42960,1597168,4780345,0.31,1352836,1379559,799234,1150805,1352836,1553616,1586552,1581590,2903279,0,10632240,13810287,304502,536879,NA,0.11880000000000002,0.17300000000000001,28.195091596578703,252302,27008,88875,36057,29.6,0.5032838668313813,0.125,4.6769347845042846e-4,FALSE,FALSE
Downey,Los Angeles,90241,Moderate,54.97,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.27,0.6,4.66,0.11,1.29,0.69,0.11,0.18,0.05,0.49,21446288,4605253,94828064,157669986,0.06,29732445,108493190,26647301,25552833,29732445,82289261,88896783,101750328,187871024,16303367,430117409,626822734,16834220,28854035.84,7765502,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Duarte,Los Angeles,91010,Low,72.77,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.42,0.08,6.04,0.06,0.65,0.72,0.02,0.1,0.34,0.32,9367887,1550022,1734720,20623706,0.22,7362839,17468264,4990461,6507377,7362839,14479539,17406626,15813478,13503297,0,36081896,50175852,449981,2101595.69,6921866,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Dublin,Alameda,94568,Low,97.26,0.8130188885559002,0.6364,0.4833,1041,2.16,0.02,9.57,0.14,0.09,0.77,0.01,0.02,-0.01,1.06,166333880,17375772,3776234,158230191,0.19,169274955,78278632,120454784,140167275,169274955,83945628,91220858,107273141,14038811,0,52872041,68382020,1241065,3056373.41,NA,0.0622,0.107,58.94504247136711,1498539,45854,864535,60411,36.6,0.49035860098075956,0.41100000000000003,6.946766150230325e-4,FALSE,TRUE
Dunsmuir,Siskiyou,96025,Low,71.83,0.7847023827055046,0.6397999999999999,0.6133,72,0.3,0.7,1.98,0.02,0.28,0.74,0.02,0.05,NA,NA,399132,201665,3015965,4278441,0.34,419134,1398208,242444,380576,419134,1402643,1474498,1438460,1210387,0,3770040,5087106,97158,212893.68,NA,0.1008,0.14800000000000002,29.77768598731803,44788,30718,21115,32925,47,0.4987750556792873,0.231,0.0016075734571760294,FALSE,FALSE
East Palo Alto,San Mateo,94303,Low,95.4,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.94,0.13,9.78,0.15,0.23,0.76,0.04,0.06,NA,NA,29664908,3032605,5823725,45960453,0.25,28265699,30030717,18424236,26078334,28265699,23735283,29068690,31413952,10642902,0,35906389,47415266,1812899,2645872.63,NA,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
Eastvale,Riverside,91752,Low,98.95,0.6519685051631071,0.5115,0.4153,1403,1.26,0.11,8.41,0.18,0,0.94,0,0,0,0.9,44252310,5263844,4567522,41234969,0.26,33928911,26837660,21715083,30934729,33928911,22532636,28955164,31016881,29187,0,806318,857603,121361,177030.19,10026,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,TRUE,FALSE
El Cajon,San Diego,92020,Moderate,68.59,0.7251714669285065,0.6071,0.46,2328,0.63,0.27,12.68,0.07,1.67,0.65,0.12,0.22,0.06,0.4,44433965,3504964,30695314,114234070,0.13,49056683,78451714,39162325,48792571,49056683,69151418,74489689,78499111,190306213,0,371694245,569265914,14125384,25373118.68,6629464,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
El Centro,Imperial,92243,Low,82.77,0.6502365004640552,0.44530000000000003,0.3225,108,0.62,0.87,3.63,0.16,0.41,0.68,0.04,NA,-0.01,1.21,24960208,6871978,205208071,236627004,0.12,22680971,36392465,18241276,21027649,22680971,26251619,32084395,34970351,96788482,0,209208331,307026596,8662346,NA,NA,0.2002,0.28300000000000003,39.79049811636668,172008,27886,72584,35233,31.9,0.513654282505558,0.132,6.278777731268313e-4,FALSE,FALSE
El Cerrito,Contra Costa,94530,High,36.32,0.7539949308861223,0.6535,0.4758,854,-0.04,0.44,0.48,0.07,1.19,0.68,0.12,0.2,0.06,0,4349089,9005066,22639936,51965788,-5.38,-1707620,41532860,-186227,-2233507,-1707620,34476441,35783921,39353732,61856499,0,137318019,203153960,6351717,10239029.67,2994539,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,FALSE,FALSE
El Monte,Los Angeles,91731,Moderate,48.79,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.28,0.55,2.17,0.07,1.22,0.73,0.17,0.08,0.89,0,22824267,10535559,61993651,113396469,-0.07,19963490,71824123,23513916,19665898,19963490,59605939,63266449,68221820,138275684,0,392723171,534880827,19812978,9156528.62,101021739,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
El Segundo,Los Angeles,90245,Moderate,64.79,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.39,0.19,6.02,0.06,1.13,0.65,0.1,0.14,0.28,0.4,30025810,4990883,24859892,128947609,0.18,29288405,75505276,21269426,26642651,29288405,71701660,75913284,80542539,145265253,0,274405443,419670104,12765976,18377715.64,36661085,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Elk Grove,Sacramento,95758,Low,86.65,0.7350143977736597,0.5869,0.44189999999999996,1330,0.55,0.19,13.71,0.07,0.07,0.89,0.02,0.03,0.01,0.83,33990631,2479111,36821883,196262895,0.14,39994328,72343321,30805599,34575709,39994328,61880063,66168787,70815556,13990216,0,119698763,134431167,4539174,6780636.55,1404266,0.0674,0.115,49.93205173075981,1408601,37940,771552,52070,34.8,0.48970597045959957,0.27899999999999997,9.441992444986195e-4,TRUE,TRUE
Emeryville,Alameda,94608,Low,87.78,0.8130188885559002,0.6364,0.4833,1041,1.22,0.14,9.46,0.1,0.57,0.75,0.06,0.07,0.08,0.29,51312188,5422638,9706658,71173036,0.12,49398505,40614427,40288031,38435918,49398505,40302625,45265934,48992281,40287098,0,92323897,123157631,3917124,4734149.08,5931697,0.0622,0.107,58.94504247136711,1498539,45854,864535,60411,36.6,0.49035860098075956,0.41100000000000003,6.946766150230325e-4,FALSE,TRUE
Encinitas,San Diego,92024,Moderate,66.1,0.7251714669285065,0.6071,0.46,2328,0.29,0.59,2.57,0.07,0.44,0.76,0.05,0.07,0.07,0.32,27281345,10624279,71639047,122290124,0.02,24155120,83645607,23452126,27026004,24155120,69421860,73848258,79187409,53584950,0,161896069,211721086,6295814,8816257.45,9035999,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Escalon,San Joaquin,95320,Low,86.45,0.6505512612372483,0.5142,0.47950000000000004,515,1.04,0.66,10.11,0.07,0.49,0.71,0.1,0.07,NA,NA,3969381,392621,7501677,11361874,0.12,3861983,3712858,3099827,3261292,3861983,3574622,4097898,4075001,5518567,0,14184236,19981775,1187298,795278.81,NA,0.0986,0.155,34.48103391291004,677736,31873,275719,41195,32.7,0.49792501451906157,0.179,7.598829042577051e-4,FALSE,FALSE
Escondido,San Diego,92025,Moderate,54.79,0.7251714669285065,0.6071,0.46,2328,0.2,0.9,4.27,0.06,1,0.7,0.1,0.16,NA,NA,23491592,5505352,219765381,243252638,0.01,21578643,105815142,21175350,21994712,21578643,91880900,98173842,103530444,243240165,0,607210538,861494247,24596113,39834007.91,NA,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Etna,Siskiyou,96027,Moderate,69.41,0.7847023827055046,0.6397999999999999,0.6133,72,0.27,0.21,4.95,0.05,0.16,0.81,0.02,0.05,0.08,0,223003,45053,380342,1848922,-0.05,319798,1181873,366507,419329,319798,825299,864942,906563,297479,0,1438939,1769306,44762,83973.83,139674,0.1008,0.14800000000000002,29.77768598731803,44788,30718,21115,32925,47,0.4987750556792873,0.231,0.0016075734571760294,TRUE,FALSE
Eureka,Humboldt,95501,Moderate,54.78,0.7955847759213462,0.647,0.40630000000000005,140,0.18,0.57,1.25,0.02,0.92,0.65,0.08,0.12,NA,NA,3829357,3073521,35831158,62543934,0.04,5927643,32449050,5496656,5459419,5927643,31657193,31640271,32915435,57269486,0,112448804,171797639,5186886,7462328.62,NA,0.0718,0.111,34.98293007536787,133744,32529,68463,34076,37.1,0.5021060685976629,0.264,0.0010467759301351837,FALSE,FALSE
Exeter,Tulare,93221,Moderate,63.6,0.6045185610298884,0.4399,0.36810000000000004,244,0.21,0.9,2.82,0.01,0.43,0.77,0.06,0.08,NA,NA,752628,266876,10251899,11401773,1.7,862496,4137051,380045,174662,862496,4462829,5105105,4471972,4893632,0,17914022,23181423,680056,951912.17,NA,0.1066,0.154,28.15140725010126,436987,27717,182825,33769,29.6,0.5007960523042548,0.133,5.583690132658409e-4,FALSE,FALSE
Fairfax,Marin,94930,Low,72.26,0.8589735806570894,0.7798999999999999,0.5870000000000001,189,0.45,0.47,7.18,0.06,0.69,0.84,0.05,0.1,0.12,0.4,3083741,429702,5486511,11735656,0.21,4349804,9749436,3039316,4196952,4349804,8216849,9116508,9077288,4913073,3211000,29451032,35125581,571238,1160017.72,1442152,0.04700000000000001,0.078,65.72879910070078,250862,81722,176386,56002,44.5,0.4915580556986095,0.546,7.534022689765688e-4,TRUE,TRUE
Fairfield,Solano,94533,Moderate,64.58,0.6956945732923293,0.594,0.5109,214,0.39,0.53,15.53,0.07,0.93,0.72,0.07,0.13,0.01,0.19,40095374,2582293,120730826,227667727,0.31,42367957,109587802,25645036,27540380,42367957,94344250,100586928,107497794,179349905,32265539,480777283,665591816,16024265,29766325.43,2105771,0.06620000000000001,0.10800000000000001,44.24209217870287,410290,37379,174328,48554,36.9,0.49884720437989755,0.242,5.2158229544956e-4,FALSE,FALSE
Farmersville,Tulare,93223,Low,86.39,0.6045185610298884,0.4399,0.36810000000000004,244,0.55,0.32,14.52,0.16,0.09,0.82,0.02,0.03,NA,NA,1631125,112374,4832680,15125064,0.07,2300398,4162140,2036389,2343135,2300398,3012839,3527041,4028125,1308300,0,6492693,7880314,285899,393664.56,NA,0.1066,0.154,28.15140725010126,436987,27717,182825,33769,29.6,0.5007960523042548,0.133,5.583690132658409e-4,TRUE,FALSE
Ferndale,Humboldt,95536,Low,76.62,0.7955847759213462,0.647,0.40630000000000005,140,0.62,2.05,3.82,0.05,NA,NA,NA,NA,NA,NA,488086,127747,4411643,2154184,0.13,606631,970773,480642,551388,606631,936880,987984,1025921,NA,NA,NA,NA,NA,NA,NA,0.0718,0.111,34.98293007536787,133744,32529,68463,34076,37.1,0.5021060685976629,0.264,0.0010467759301351837,NA,FALSE
Fillmore,Ventura,93015,Low,75.61,0.8138416978089583,0.6566,0.43520000000000003,602,0.93,2.39,3.86,0.11,0.26,0.75,0.03,0.04,0.04,0,6464379,1673413,56137771,23452681,0.09,7110976,7652321,6008707,6377389,7110976,6766481,7452139,8307531,6048247,0,19069419,25473779,679754,957089.18,1051574,0.060399999999999995,0.10099999999999999,61.85966164906211,815130,44370,427303,48872,36.2,0.49677555689957953,0.312,7.38532504017764e-4,FALSE,FALSE
Firebaugh,Fresno,93622,Low,75.97,0.714652135684724,0.5144,0.4532,712,1.02,1.44,4.89,0.12,0.42,0.76,0.05,0.08,0.44,0,5721565,1168908,13087010,9086698,0.48,4245446,4168126,1940441,2958271,4245446,3763662,5230212,4414653,3824501,0,12830125,16932556,455917,734614.93,3989379,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,FALSE,FALSE
Folsom,Sacramento,95630,Moderate,56.82,0.7350143977736597,0.5869,0.44189999999999996,1330,0.26,0.69,1.78,0.06,0.69,0.65,0.07,0.1,0.45,0.06,18742147,10550802,146940035,213102622,0.17,22564444,86601533,16738227,17568624,22564444,76561301,78183863,84912443,146370804,0,287359153,441816775,14319476,22012586.72,95028041,0.0674,0.115,49.93205173075981,1408601,37940,771552,52070,34.8,0.48970597045959957,0.27899999999999997,9.441992444986195e-4,FALSE,TRUE
Fontana,San Bernardino,92335,Low,81.52,0.6748090460761734,0.5012,0.37189999999999995,1391,0.74,0.28,9.28,0.09,0.55,0.68,0.06,0.1,0.27,0,61160631,6589995,74697236,262849290,0.06,93088159,125380241,83982754,85429773,93088159,98103407,108970832,117026544,145766645,0,341208819,502609925,14943087,26001213.87,69989078,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Fort Bragg,Mendocino,95437,Moderate,69.98,0.8143896212327997,0.6516,0.222,249,0.34,0.41,5.54,0.07,0.44,0.74,0.04,0.07,0.14,0.43,2063444,372635,9215280,22222534,0.01,3132756,9282883,3102920,2865173,3132756,8210732,9195822,9380928,9188197,681282,27996366,37936488,926286,1560145.43,3215490,0.0674,0.105,34.91535760698571,87722,34567,46083,34501,41.5,0.5007057484348321,0.214,0.0028385125738127266,FALSE,FALSE
Fortuna,Humboldt,95540,Low,86.97,0.7955847759213462,0.647,0.40630000000000005,140,1.07,0.81,17.56,0.14,0.5,0.74,0.05,0.09,NA,NA,7076881,403056,15729073,19333216,0.27,8313297,7740848,5233809,7096062,8313297,6756693,8417191,8661589,9688525,0,28770876,38943132,1010258,1668023.93,NA,0.0718,0.111,34.98293007536787,133744,32529,68463,34076,37.1,0.5021060685976629,0.264,0.0010467759301351837,FALSE,FALSE
Foster City,San Mateo,94404,Low,79.48,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,1.08,0.47,14.92,0.1,0.87,0.7,0.08,0.12,0.11,0,54768914,3670682,43270606,92257460,0.1,55201831,51233003,45628490,53371052,55201831,44077681,47828103,53043153,80489119,0,184022286,263235120,7122654,11330882.64,9960502,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
Fountain Valley,Orange,92708,Low,80.73,0.8640684252298959,0.6275,0.4654,2109,0.8,0.38,18.14,0.17,1.05,0.73,0.08,0.14,0.26,0.31,54617251,3010991,34636796,91017299,0.02,44994247,56187558,44116389,39940129,44994247,45201964,56357758,61380673,80313009,15203923,232716895,317611642,7352296,12838745.27,23603913,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Fremont,Alameda,94537,Moderate,55.6,0.8130188885559002,0.6364,0.4833,1041,0.24,0.5,3.79,0.08,1.03,0.69,0.1,0.17,0.24,0.14,37367665,9864973,179336461,355550179,0.15,51460496,212762517,39651567,49701777,51460496,179780027,195800093,208075729,366514171,0,865242501,1255545274,36803510,58974215.43,83602614,0.0622,0.107,58.94504247136711,1498539,45854,864535,60411,36.6,0.49035860098075956,0.41100000000000003,6.946766150230325e-4,FALSE,TRUE
Fresno,Fresno,93721,Moderate,60.33,0.714652135684724,0.5144,0.4532,712,0.2,1.29,3.93,0.03,-0.3,1.14,0.04,NA,0.13,0,51709000,13163000,1098830000,852468000,0.15,66878000,327495000,52743277,47943256,66878000,317521281,309433840,332983000,-368501000,116160000,2951277000,2582776000,35231000,NA,113700000,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,TRUE,FALSE
Fullerton,Orange,92632,Moderate,56.43,0.8640684252298959,0.6275,0.4654,2109,0.22,0.24,2.39,0.08,1.15,0.69,0.08,0.16,0.14,0,21966670,9196362,50244348,210581334,0.41,21088209,95134448,10661006,13991792,21088209,86917173,89860226,100526519,242281612,0,561200884,811296128,16921145,33902800.06,30058652,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Galt,Sacramento,95632,Low,72.12,0.7350143977736597,0.5869,0.44189999999999996,1330,0.63,0.9,9.78,0,0.5,0.72,0.06,0.09,0.05,0.18,9438948,965611,37898153,42010121,-0.02,9578178,15225842,10068744,10427742,9578178,11991969,10472641,11786711,21161579,0,57974534,80403556,2510196,3640888.04,2295024,0.0674,0.115,49.93205173075981,1408601,37940,771552,52070,34.8,0.48970597045959957,0.27899999999999997,9.441992444986195e-4,FALSE,TRUE
Garden Grove,Orange,92842,Moderate,63.84,0.8640684252298959,0.6275,0.4654,2109,0.45,0.42,4.55,0.1,1.12,0.67,0.1,0.16,0.07,0,51565492,11343308,104941908,247073940,0.4,50509803,113237746,26158341,33146665,50509803,108987076,115196433,129838910,275959857,0,594623243,886521821,24844413,40485884.97,18203123,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Gardena,Los Angeles,90247,Moderate,49.8,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.24,0.47,3.18,0.03,1.05,0.73,0.11,0.17,0.67,0.06,14418692,4528095,44773354,95474513,-0.16,16181081,67269131,23549401,23125222,16181081,55233831,53742377,57876408,99794063,0,281074637,383197674,10304895,16251605.13,64368382,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Gilroy,Santa Clara,95020,Moderate,66.02,0.7060058122206997,0.6068,0.5729,1142,0.51,0.77,5.34,0.07,0.75,0.7,0.08,0.13,0.14,0,26506179,4963534,83732096,108894322,0.07,27683870,54598513,24354609,25475105,27683870,49801339,52992478,56526555,81595726,0,202003004,288175831,8827175,14633125,14934000,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,FALSE,TRUE
Glendale,Los Angeles,91206,Moderate,58.6,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.28,0.59,5.59,0.09,0.82,0.71,0.08,0.13,0.02,0,122995000,21998000,408532000,692130000,0.03,64786000,228436000,65306000,51045000,64786000,185116000,211681000,221138000,567758000,0,1472718229,2070917286,53278000,89399723.57,15214000,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Glendora,Los Angeles,91741,Moderate,68.62,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.51,0.46,6.69,0.03,0.95,0.72,0.08,0.05,0.2,0,15210667,2274758,28060524,61587373,0.05,15572367,30802059,14202413,14003913,15572367,30611829,30200366,32302025,56708738,1555000,157541822,217439913,5232880,2999546.44,12285496,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Goleta,Santa Barbara,93117,Low,91.26,0.7376324610238962,0.637,0.5216,318,0.94,0.12,7.11,0.08,0.06,0.83,0.02,0.03,0.05,0,21356860,3004760,5129892,42863121,0.07,23965438,25434707,21302919,19452278,23965438,25928149,27489791,30001148,2659577,0,15153449,18217570,696782,1088433.91,2241108,0.0534,0.086,53.70100105624756,420356,43909,249731,44774,33.6,0.5019778415698188,0.315,7.565016319500614e-4,TRUE,TRUE
Gonzales,Monterey,93926,Moderate,70.81,0.6775766701887825,0.562,0.588,184,0.36,0.66,1.64,-0.02,0.16,0.81,0.03,0.06,NA,NA,2049406,1252182,8240355,12535742,-0.02,2106765,5783228,2209697,2424823,2106765,5250840,5480929,5078990,1964813,0,12705579,15690082,342670,750375.51,NA,0.08360000000000001,0.12,53.21835993009362,410263,40035,217029,42677,32.9,0.5142184605080241,0.23199999999999998,4.484927960844629e-4,TRUE,FALSE
Grand Terrace,San Bernardino,92313,Moderate,69.23,0.6748090460761734,0.5012,0.37189999999999995,1391,0.36,0.02,1.82,0.1,0.59,0.7,0.05,0.08,0.16,0,4464315,2450352,174101,8328606,0.55,2158663,5975916,906675,1334517,2158663,5570613,8162060,5866335,4891935,0,11934728,17076926,383835,637968.01,1344639,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Grass Valley,Nevada,95945,Low,83.85,0.8550759617576464,0.7533,0.6951,99,0.8,0.41,7.5,0.13,0.59,0.73,0.06,0.1,0.22,0,10732396,1431868,13709743,33200286,0.17,12434411,15605795,9173991,9641999,12434411,14628049,15238579,18391267,18965213,685000,55353664,75921486,1850169,3366839.96,7170678,0.0624,0.107,36.83088720065726,98591,43427,50145,39835,47.6,0.4944555277628687,0.327,0.0010041484516842309,FALSE,FALSE
Greenfield,Monterey,93927,Moderate,63.33,0.6775766701887825,0.562,0.588,184,0.24,0.61,0.26,0.17,0.22,0.77,0.03,0.06,NA,NA,246745,967260,12518215,20620749,0.24,2123113,8994451,1756570,1180949,2123113,6715394,7018604,9001083,4533621,0,17049744,22098666,708616,1254049.18,NA,0.08360000000000001,0.12,53.21835993009362,410263,40035,217029,42677,32.9,0.5142184605080241,0.23199999999999998,4.484927960844629e-4,FALSE,FALSE
Gridley,Butte,95948,Low,83.82,0.7693430199787061,0.6225,0.49439999999999995,159,1.74,0.25,13.09,0.15,0.69,0.67,0.06,0.11,0.28,0,5855951,447530,3951417,16075563,0.16,8068684,4624574,5995687,6705757,8068684,3465592,3460644,4457412,11054726,0,24274375,36035386,1023639,1717214,4580098,0.0816,0.128,34.345245407845226,219777,31836,99078,35928,37.2,0.4951387468466626,0.24,7.234605986977709e-4,FALSE,FALSE
Grover Beach,San Luis Obispo,93433,Moderate,54.06,0.8320743034055728,0.6917,0.5104,152,0.2,1.48,1.37,0.13,0.58,0.74,0.06,0.11,NA,NA,2666412,1942978,30327792,20547818,0.08,2210205,11160242,3053454,1269091,2210205,8904927,8965580,11126259,11960368,0,35924723,48790345,1308558,2198083.47,NA,0.0548,0.092,46.34423912435436,268145,38951,149202,40191,39.4,0.5117972380998305,0.315,5.668574838240504e-4,FALSE,FALSE
Guadalupe,Santa Barbara,93434,Moderate,52.91,0.7376324610238962,0.637,0.5216,318,0,0.21,0.61,0.09,0.26,0.78,0.03,0.06,0.03,0,759180,1245587,2442462,11675687,0.8,549,4057786,-907253,-371989,549,3305024,3935042,3874623,3050995,0,11981928,15371645,363003,645580.75,384465,0.0534,0.086,53.70100105624756,420356,43909,249731,44774,33.6,0.5019778415698188,0.315,7.565016319500614e-4,FALSE,TRUE
Gustine,Merced,95322,Moderate,67.21,0.6923899026027232,0.46090000000000003,0.4029,118,0.15,0.37,7.51,0.1,0.42,0.73,0.05,0.07,NA,NA,1467438,195395,2663704,7157868,2.74,376638,2477458,NA,100790,376638,NA,2346449,2586710,2976827,0,8551993,11723871,341654,507149.8,NA,0.11880000000000002,0.17300000000000001,28.195091596578703,252302,27008,88875,36057,29.6,0.5032838668313813,0.125,4.6769347845042846e-4,FALSE,FALSE
Half Moon Bay,San Mateo,94019,Low,83.63,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.66,0.6,8.78,0.07,0.37,0.72,0.04,0.05,-0.01,1.38,10108931,1151629,17848683,29715120,0,10956264,16503289,11057160,9962452,10956264,15061186,16499748,17010347,10884372,0,30379787,41955091,1077231,1586444.2,NA,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
Hanford,Kings,93230,Moderate,58.27,0.6342746931320331,0.4569,0.6423000000000001,210,0.22,0.52,4.48,0.03,0.6,0.77,0.09,0.1,0.03,0,7727777,1723143,38375836,73508101,-0.12,6884054,31190042,8878322,8504194,6884054,28061019,29134766,29848981,43762842,0,153211239,199354323,6483338,7693427.56,2342613,0.1036,0.14800000000000002,31.626446367827263,152278,24331,56878,40449,31.1,0.5644096382391779,0.124,0.0013790567251999633,FALSE,FALSE
Hawaiian Gardens,Los Angeles,90716,Low,88.01,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.23,0.03,15.3,0.05,0.41,0.75,0.06,0.07,0.36,0.38,23709575,1550144,647722,22894370,-0.05,23948096,19486606,26514835,24184659,23948096,17747524,19096727,19240508,9292982,0,30075614,39905087,1322070,1712566.43,8157097,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Hawthorne,Los Angeles,90250,Moderate,67.64,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.52,0.26,17.55,0.11,1.06,0.72,0.08,0.04,0.88,0,30074866,1713277,30766159,118931874,0.5,37202338,71427223,16615228,26066029,37202338,66881409,77768342,82566298,113124193,13345000,309458271,427528764,10088130,5136263.72,105254000,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
