city,county,zipcode,overall_risk,overall_points,county_voter_reg,county_voter_turnout,county_prop_mail_vote,county_n_precincts,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_unemployment_5yr,county_unemployment,county_per_cap_gdp,county_pop,county_per_cap_income,county_n_jobs,county_avg_wage,county_med_age,county_prop_m,county_college,county_per_cap_precints,good_pension_health,is_county_job_center
Susanville,Lassen,96130,Moderate,65.58,0.8117586087757688,0.6628000000000001,0.4421,44,0.61,1.92,9.39,0.05,0.86,0.75,0.06,0.11,NA,NA,3237625,344674,33531719,17509943,0.08,3686145,6080177,3167940,3429415,3686145,5829118,6886933,6336567,11413410,3695000,37263948,49739205,1030749,1935325.5,NA,0.0928,0.128,29.82608077360637,35160,26243,13375,39337,37.1,0.6423842957443759,0.135,0.0012514220705346986,FALSE,FALSE
Sutter Creek,Amador,95685,Moderate,62.85,0.8293210711387612,0.7343999999999999,0.5184000000000001,59,0.29,0.13,1.35,0.01,0.44,0.73,0.04,0.07,0.01,0,817673,605441,1030222,7827478,-0.16,963693,3298425,1607459,1878848,963693,2101772,1917989,2134462,3437604,0,9857740,13506930,328307,516687.47,46435,0.07239999999999999,0.11900000000000001,38.85313039384905,38238,32982,18582,38225,48.2,0.5447218503058465,0.188,0.0015429677284376799,FALSE,FALSE
Tehachapi,Kern,93561,Low,95.75,0.6575433079519254,0.4984,0.41200000000000003,588,0.97,0.23,16.15,0.15,0.21,0.77,0.03,0.05,NA,NA,5718653,354176,4719604,20909647,0.27,7125554,7311648,4484920,5452742,7125554,6596414,7227583,8595058,4384873,0,16235549,21102988,685806,1113282.21,NA,0.097,0.146,54.873449804068485,830137,28567,349093,42475,30.7,0.515831547805498,0.149,7.083168199947719e-4,FALSE,FALSE
Tehama,Tehama,96090,Low,100,0.727765878189607,0.5775,0.5483,47,17.09,0,348.15,0.47,NA,NA,NA,NA,NA,NA,1507156,4329,0,343796,0.07,1521559,89010,1330666,1413276,1521559,92755,152978,197193,NA,NA,NA,NA,NA,NA,NA,0.08780000000000002,0.142,24.406846766627975,62891,27653,22776,34815,39.5,0.49810844892812106,0.131,7.473247364487765e-4,NA,FALSE
Temecula,Riverside,92590,Low,79.09,0.6519685051631071,0.5115,0.4153,1403,0.41,0.18,4.17,0.18,0.26,0.69,0.03,0.04,0.06,0.54,48112039,11533757,26368485,145336511,0.09,40473578,99332578,33934560,37404384,40473578,73600853,96513745,101580750,37458762,0,88947169,128477440,3754905,6368904.62,8754624,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Temple City,Los Angeles,91780,Low,88.33,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.35,0.01,9.31,0.05,0.36,0.73,0.04,0.06,0.33,0.17,21262821,2284439,249289,21719190,0.04,19974994,14803465,18416363,18802141,19974994,14434397,14841986,15828776,7909407,0,23614440,32205930,787740,1388836.48,7136474,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Thousand Oaks,Ventura,91362,Low,92.15,0.8138416978089583,0.6566,0.43520000000000003,602,1.33,0.15,13.05,0.07,0.36,0.77,0.03,0.06,0.04,0.66,119471369,9155416,29748554,192509347,-0.03,106672779,80155725,112903139,113808187,106672779,78083676,83766893,89292324,69901421,0,243399808,315587005,6285804,12402373.3,8632512,0.060399999999999995,0.10099999999999999,61.85966164906211,815130,44370,427303,48872,36.2,0.49677555689957953,0.312,7.38532504017764e-4,FALSE,FALSE
Tiburon,Marin,94920,Low,86.23,0.8589735806570894,0.7798999999999999,0.5870000000000001,189,0.94,0.03,13.39,0.05,0.6,0.78,0.06,0.12,0.17,0.4,15176903,1133871,333084,13152721,-0.03,14748876,15673853,15680819,16454800,14748876,10463635,11481723,11449762,7934808,0,30252284,39014921,807481,1530155.61,2225740,0.04700000000000001,0.078,65.72879910070078,250862,81722,176386,56002,44.5,0.4915580556986095,0.546,7.534022689765688e-4,FALSE,TRUE
Torrance,Los Angeles,90503,Moderate,43.7,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.12,0.4,1.3,0.04,1.42,0.7,0.13,0.21,0.14,0.31,10781515,8304104,132073297,333805713,-0.21,24336953,203523364,38910435,31310428,24336953,174073771,176353801,187123604,473395260,0,1165212212,1653108970,44551033,70895460.76,47853000,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Tracy,San Joaquin,95376,Moderate,69.84,0.6505512612372483,0.5142,0.47950000000000004,515,0.34,0.26,3.84,0.16,0.36,0.76,0.05,0.08,0.03,0,17927009,4672339,58311664,221229189,-0.08,30095564,89069089,35653806,36800048,30095564,59678029,74804975,80057709,79511183,0,273749280,360645035,10393267,18255946.23,6150884,0.0986,0.155,34.48103391291004,677736,31873,275719,41195,32.7,0.49792501451906157,0.179,7.598829042577051e-4,FALSE,FALSE
Trinidad,Humboldt,95570,Low,98.13,0.7955847759213462,0.647,0.40630000000000005,140,2.7,0,3.99,0.05,NA,NA,NA,NA,NA,NA,2049839,513211,0,2348781,0.1,1665602,616496,1384501,1479348,1665602,739860,775352,802750,NA,NA,NA,NA,NA,NA,NA,0.0718,0.111,34.98293007536787,133744,32529,68463,34076,37.1,0.5021060685976629,0.264,0.0010467759301351837,NA,FALSE
Truckee,Nevada,96161,Low,92.51,0.8550759617576464,0.7533,0.6951,99,1.35,0.25,28.66,0.09,0.23,0.78,0.03,0.06,0.01,0.58,35182399,1227432,13763874,55072538,0.11,36514412,27028125,29905556,33810037,36514412,23415803,25056663,27528785,12548765,0,49215128,63105162,1911834,3035382.56,534438,0.0624,0.107,36.83088720065726,98591,43427,50145,39835,47.6,0.4944555277628687,0.327,0.0010041484516842309,FALSE,FALSE
Tulare,Tulare,93274,Low,72.57,0.6045185610298884,0.4399,0.36810000000000004,244,0.89,2.24,4.4,0.13,0.45,0.73,0.05,0.08,0.03,0,44236456,10047675,294287727,131489096,0.07,53360296,60004102,47275064,47558487,53360296,41747397,46672134,53109080,59575893,0,175255466,239962619,6076476,10618988.97,3954380,0.1066,0.154,28.15140725010126,436987,27717,182825,33769,29.6,0.5007960523042548,0.133,5.583690132658409e-4,FALSE,FALSE
Tulelake,Siskiyou,96134,Moderate,62.31,0.7847023827055046,0.6397999999999999,0.6133,72,0,0.02,0.74,0.27,-0.32,1.33,0.02,0.03,NA,NA,129724,174955,43110,1973996,-0.72,-4305,1062248,51249,-70806,-4305,703228,1132671,1054404,-625225,0,2553392,1914267,29667,61730.74,NA,0.1008,0.14800000000000002,29.77768598731803,44788,30718,21115,32925,47,0.4987750556792873,0.231,0.0016075734571760294,TRUE,FALSE
Turlock,Stanislaus,95380,Moderate,52.73,0.7125961812482189,0.5047,0.5289,447,0.25,0.96,1.62,0.05,0.7,0.72,0.07,0.13,0.18,0,6346048,3910000,107371376,111757194,-0.09,10711145,42230110,12778576,11482271,10711145,35060708,36092340,38684941,77971835,0,209858936,293430854,8334120,14110156.28,19823218,0.1042,0.161,34.83940133245754,511536,30537,212934,40432,32.9,0.49467586743123726,0.163,8.738387914047105e-4,FALSE,FALSE
Tustin,Orange,92780,Low,79.71,0.8640684252298959,0.6275,0.4654,2109,0.79,0.47,7.4,-0.25,0.61,0.76,0.06,0.1,0.13,0.1,131145217,17719012,50842587,107042818,-0.06,88768803,111726993,102517562,116332458,88768803,122555975,103603764,67924240,64777212,0,212564688,278148491,6365010,11023698.93,13765029,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Twentynine Palms,San Bernardino,92277,Low,84.45,0.6748090460761734,0.5012,0.37189999999999995,1391,0.65,0.07,17.45,0.05,0.01,0.99,0.03,0.03,0.16,0.45,7548789,432474,895126,13345975,-0.17,7828376,12118289,11305480,9190062,7828376,9336931,9637513,10284113,70807,0,16024592,16131974,388590,342941.96,2089910,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,TRUE,FALSE
Ukiah,Mendocino,95482,Moderate,46.66,0.8143896212327997,0.6516,0.222,249,0.15,1.5,0.41,0.14,0.67,0.67,0.07,0.1,NA,NA,937691,2296456,110687357,73873080,0.83,3321783,22836112,4190368,-1623326,3321783,16440398,19767086,21335501,49713609,0,108133607,161487684,5194026,7699941.93,NA,0.0674,0.105,34.91535760698571,87722,34567,46083,34501,41.5,0.5007057484348321,0.214,0.0028385125738127266,FALSE,FALSE
Union City,Alameda,94587,Moderate,62.12,0.8130188885559002,0.6364,0.4833,1041,0.35,0.6,3.01,0.07,1.01,0.76,0.09,0.15,0.08,0.61,25764954,8546288,56509070,93979592,0.09,21891132,63414373,18372926,21357353,21891132,55211693,60673783,62622448,78191275,16726242,274345686,360677198,8369373,13819372.33,7655816,0.0622,0.107,58.94504247136711,1498539,45854,864535,60411,36.6,0.49035860098075956,0.41100000000000003,6.946766150230325e-4,FALSE,TRUE
Upland,San Bernardino,91785,Low,72.69,0.6748090460761734,0.5012,0.37189999999999995,1391,0.64,0.38,5.64,-0.03,1.02,0.68,0.08,0.13,0.12,0.08,21659331,3839478,41435884,109441979,0.29,23174699,36431520,15254150,14149500,23174699,47807887,38692665,43832472,111710152,0,239269013,353396336,8658310,13870206.6,12662569,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Vacaville,Solano,95688,Moderate,66.84,0.6956945732923293,0.594,0.5109,214,0.52,0.72,4.09,0.14,1,0.64,0.1,0.13,0.35,0.28,54211671,13240150,163735387,228975639,0.3,52051390,99821473,31095826,39034724,52051390,83790483,93550412,108183024,228779071,0,419339725,656866700,23758003,29668149.29,80340722,0.06620000000000001,0.10800000000000001,44.24209217870287,410290,37379,174328,48554,36.9,0.49884720437989755,0.242,5.2158229544956e-4,FALSE,FALSE
Vallejo,Solano,94590,Moderate,52.13,0.6956945732923293,0.594,0.5109,214,0.23,0.49,4.48,0.04,1.34,0.62,0.12,0.18,0.09,0.52,25367848,5661132,108009508,219612530,-0.05,25391257,108170371,27908348,25450613,25391257,103006721,105773543,110163546,295299834,0,496494745,796483487,25809334,39372931.97,18750000,0.06620000000000001,0.10800000000000001,44.24209217870287,410290,37379,174328,48554,36.9,0.49884720437989755,0.242,5.2158229544956e-4,FALSE,FALSE
Ventura,Ventura,93001,Moderate,60.62,0.8138416978089583,0.6566,0.43520000000000003,602,0.31,0.77,2,0.07,1,0.68,0.09,0.15,NA,NA,47812852,23893314,166720593,217657881,0.05,35841051,115383435,33270866,30919507,35841051,102661785,114429913,117430763,218626168,0,480757523,709457490,18525468,32209498.22,NA,0.060399999999999995,0.10099999999999999,61.85966164906211,815130,44370,427303,48872,36.2,0.49677555689957953,0.312,7.38532504017764e-4,FALSE,FALSE
Vernon,Los Angeles,90058,Moderate,44.79,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,-0.06,1.21,0.85,0.17,0.43,0.73,0.04,0.08,0.09,0.09,11523017,13513368,319348929,264205142,0.49,-3346202,57779401,-12780851,-7345582,-3346202,42114254,46043000,57155892,113498552,0,327170680,447979423,9489805,20529655.89,23100129,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Victorville,San Bernardino,92392,Moderate,55.25,0.6748090460761734,0.5012,0.37189999999999995,1391,0.18,1.65,2.85,0.1,0.25,0.74,0.03,0.05,0.14,0,9837532,3447872,378752902,228920076,0.63,12812405,72411299,5181352,6178917,12812405,55697595,59877595,66183552,57837416,0,179644419,243364367,6028490,10565603.28,31153749,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Villa Park,Orange,92861,Low,82.53,0.8640684252298959,0.6275,0.4654,2109,0.65,0.01,6.35,0.07,0.23,0.75,0.02,0.04,0.03,0,3497083,550292,51636,4791960,-0.08,2975841,4553016,3645303,4000530,2975841,3297866,3518130,3722258,1084822,0,3601844,4796672,75632,192623.05,139516,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Visalia,Tulare,93291,Low,80.31,0.6045185610298884,0.4399,0.36810000000000004,244,0.68,0.58,10.92,0.04,0.57,0.72,0.06,0.1,NA,NA,27889396,2553259,130090150,222912120,-0.01,50311777,74076075,51273940,57115356,50311777,71933799,73018176,77069482,126032889,0,354180454,489390641,14307455,22180583.25,0,0.1066,0.154,28.15140725010126,436987,27717,182825,33769,29.6,0.5007960523042548,0.133,5.583690132658409e-4,FALSE,FALSE
Vista,San Diego,92084,Low,87.36,0.7251714669285065,0.6071,0.46,2328,0.96,0.85,9.6,0.06,0.39,0.74,0.04,0.07,NA,NA,83683457,8715927,137560039,162426422,0.11,74040087,77508834,60694342,61525389,74040087,77633493,81453030,86993198,63977689,0,195892003,264479269,7001054,10808469.36,NA,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Walnut,Los Angeles,91788,Low,89.9,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,2.23,0.02,23.23,0.12,0.3,0.76,0.03,0.06,0.06,0,31019276,1335568,455755,22395657,0.41,30694449,13792749,16345986,28553614,30694449,13062554,12778121,15931368,6656634,0,23197211,30474173,671490,1253099.36,1405152,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Walnut Creek,Contra Costa,94596,Low,75.06,0.7539949308861223,0.6535,0.4758,854,0.56,0.1,7.22,0.05,0.89,0.71,0.09,0.14,NA,NA,70214348,9727181,12877101,125965021,0.01,49964159,89586422,50344813,59485896,49964159,87470958,91441170,95282485,112177035,0,294528858,414050878,10970929,18045320.31,NA,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,FALSE,FALSE
Wasco,Kern,93280,Low,95.67,0.6575433079519254,0.4984,0.41200000000000003,588,1.6,0.02,6.26,0.28,0.3,0.77,0.05,0.05,NA,NA,11766893,1880708,535674,22897674,0.5,11078210,6922785,4994201,8219705,11078210,6249562,8865880,10114136,6787909,0,22165753,28847955,1031256,1150409.17,NA,0.097,0.146,54.873449804068485,830137,28567,349093,42475,30.7,0.515831547805498,0.149,7.083168199947719e-4,FALSE,FALSE
Waterford,Stanislaus,95386,Low,75.54,0.7125961812482189,0.5047,0.5289,447,0.45,0.94,5.2,0.1,0.16,0.8,0.02,0.04,NA,NA,1656341,318361,7837454,8342910,-0.04,1703942,3757948,1869712,1563232,1703942,2579659,2727652,3072203,1368309,0,6023157,7541527,186766,305709.43,NA,0.1042,0.161,34.83940133245754,511536,30537,212934,40432,32.9,0.49467586743123726,0.163,8.738387914047105e-4,TRUE,FALSE
Watsonville,Santa Cruz,95076,Moderate,63.83,0.8295211204607084,0.7188,0.4706,260,0.26,0.13,1.87,0.08,0.65,0.73,0.06,0.11,0.03,0,16326170,8736869,15238891,118467491,0.49,13143476,49980789,6057149,10342162,13143476,37966657,41366430,44400439,77292937,0,227713642,310885656,7696340,13610406.59,3333238,0.0732,0.115,43.12141118192063,260009,45103,139005,42368,36.9,0.49895940537449973,0.375,9.99965385813568e-4,FALSE,FALSE
Weed,Siskiyou,96094,Moderate,45.55,0.7847023827055046,0.6397999999999999,0.6133,72,-0.03,0.37,0,0.06,0.44,0.77,0.04,0.09,0.14,0,0,1653095,2151768,5838389,-0.48,-170637,5644813,753486,927689,-170637,2689271,2840801,2980080,2591917,0,9598927,12426469,254037,550918.98,832889,0.1008,0.14800000000000002,29.77768598731803,44788,30718,21115,32925,47,0.4987750556792873,0.231,0.0016075734571760294,FALSE,FALSE
West Covina,Los Angeles,91790,High,39.51,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.15,0.69,2.44,0.01,1.97,0.65,0.15,0.26,0.62,0,8032256,3289812,65176661,94823764,-0.15,10205113,68629006,14119078,12299853,10205113,64371528,67196492,65417871,186813317,0,367577063,561786077,14663635,24765052.99,58697077,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
West Hollywood,Los Angeles,90069,Low,85.71,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.29,0.89,6.93,0.05,0.34,0.73,0.04,0.07,0.02,0.69,151390248,21859574,122950288,138179574,0.06,136954015,105791318,123905502,129604935,136954015,102277601,101265306,111970216,46496217,0,134582616,183434695,5798667,9398912.32,2086235,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
West Sacramento,Yolo,95691,Low,80.47,0.8136606500405701,0.6175,0.4706,146,0.64,0.64,7.16,0.15,0.5,0.72,0.05,0.09,0.1,0.56,42705979,5963311,102895158,161564746,0.12,47101733,73964475,37943891,37902589,47101733,58353382,65920297,76972751,79206751,1664600,223862223,309030172,8112802,14111106.35,15487178,0.07060000000000001,0.115,53.37429113423528,199791,39536,120716,46723,30.4,0.4876104652610092,0.38,7.307636480121727e-4,FALSE,TRUE
Westlake Village,Los Angeles,91361,Low,89.66,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.72,0.74,4.87,0.06,0.1,0.78,0.01,0.02,0.03,0.57,19406170,3981878,16318897,21916253,-0.03,23799837,13871154,25291647,22941084,23799837,13198566,14071360,14729907,2138863,0,8373738,10737601,269649,372275.43,616101,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Westminster,Orange,92683,Moderate,60.57,0.8640684252298959,0.6275,0.4654,2109,0.4,0.19,6.4,0.14,1.2,0.7,0.09,0.18,0.53,0,22513967,3519259,18064001,94243764,0.12,25864370,64259768,20798853,23603633,25864370,51177537,60480141,66489760,113229118,0,280371853,400951427,8109067,16840807.48,49771358,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Wheatland,Yuba,95692,Low,85.99,0.6554745811224377,0.47740000000000005,0.47979999999999995,46,0.64,1.1,2.55,0.2,NA,NA,NA,NA,NA,NA,1965676,770968,6061153,5533107,0.07,1678454,2623498,1468203,1517874,1678454,1840214,2191752,2643731,NA,NA,NA,NA,NA,NA,NA,0.11299999999999999,0.175,35.959417375396264,71607,30698,25911,44844,32.1,0.5038257880291647,0.136,6.4239529654922e-4,NA,FALSE
Whittier,Los Angeles,90602,Low,76.18,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.83,0.39,11.92,0.09,1.13,0.68,0.09,0.17,0.09,0,54679327,4585711,44589077,115792329,0.22,53580183,64875239,36851466,38032386,53580183,59705192,61796712,69916512,130314625,0,289063168,423749169,10302090,19814270.76,10670287,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Wildomar,Riverside,92595,Moderate,62.21,0.6519685051631071,0.5115,0.4153,1403,0.11,0.08,0.91,0.15,0.01,0.9,0.01,0.01,0.02,0,3634241,3990459,1668134,21633309,0.35,1425789,13081429,869757,1552339,1425789,9537151,11743494,12556112,160169,0,1935631,2146111,122136,155751.35,332542,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,TRUE,FALSE
Williams,Colusa,95987,Low,86.52,0.6603425117528543,0.5484,0.49340000000000006,18,0.85,1.13,9.7,0.07,0.24,0.79,0.05,0.06,NA,NA,2594768,267463,10841266,9632276,0.12,3431334,4033666,2795742,2814411,3431334,3942241,3817841,4450808,2337926,0,9855851,12466967,488958,610862.41,NA,0.13740000000000002,0.183,71.36672941176471,21250,40724,10592,35216,33.5,0.51403746438081,0.135,8.470588235294118e-4,FALSE,FALSE
Willits,Mendocino,95490,Moderate,63.63,0.8143896212327997,0.6516,0.222,249,0.46,1.66,7.35,0.07,0.64,0.71,0.06,0.09,NA,NA,1738030,236609,22999465,13845366,-0.01,2460994,5371008,2544252,2961893,2460994,4350769,5243688,4879526,8923361,0,22555653,31927836,834744,1272173.5,NA,0.0674,0.105,34.91535760698571,87722,34567,46083,34501,41.5,0.5007057484348321,0.214,0.0028385125738127266,FALSE,FALSE
Willows,Glenn,95988,Moderate,54.19,0.7070241347905283,0.5722,0.3679,30,0.33,0.64,0.66,0.06,0.84,0.7,0.07,0.1,0.01,0,94342,142593,5926548,9296149,0.09,1299301,3915695,1111177,1106063,1299301,3767661,3804611,4226745,7792418,0,19155518,27353586,683063,910973.11,120513,0.1006,0.147,42.22249110320285,28100,30854,11648,34823,35.3,0.5046227153118555,0.154,0.0010676156583629894,FALSE,FALSE
Windsor,Sonoma,95492,Low,80.64,0.7457829876765855,0.6968000000000001,0.5943,453,0.53,0.26,4.54,0.08,0.23,0.79,0.03,0.05,0.02,0,11802636,2597858,10567961,41009797,0.22,9933369,18727907,6765268,8832690,9933369,17046996,18698415,19813028,9340017,0,38377827,48815173,1217815,2186311.28,1021267,0.056600000000000004,0.098,44.69510447798548,479479,41522,262782,44703,39.9,0.4916535947307181,0.321,9.447754750468738e-4,FALSE,FALSE
Winters,Yolo,95694,Moderate,53,0.8136606500405701,0.6175,0.4706,146,0.11,0.55,0.84,0.12,0.38,0.77,0.05,0.08,0.11,0,713693,844760,7054521,12927645,-0.18,683475,6190758,1015384,912045,683475,4636949,5218459,5740543,4972155,0,18393387,23770006,688997,1078045.53,1485870,0.07060000000000001,0.115,53.37429113423528,199791,39536,120716,46723,30.4,0.4876104652610092,0.38,7.307636480121727e-4,FALSE,TRUE
Woodlake,Tulare,93286,Moderate,67.08,0.6045185610298884,0.4399,0.36810000000000004,244,0.28,1.5,6.59,0.32,0.21,0.76,0.03,0.04,NA,NA,1615495,244980,18628560,12450564,0.76,1632066,5776368,818579,581221,1632066,2965512,3114412,4934451,2654559,0,8754252,11585942,377342,512750.02,NA,0.1066,0.154,28.15140725010126,436987,27717,182825,33769,29.6,0.5007960523042548,0.133,5.583690132658409e-4,FALSE,FALSE
Woodland,Yolo,95695,Moderate,57.25,0.8136606500405701,0.6175,0.4706,146,0.38,1.71,2.92,0.09,0.59,0.66,0.05,0.1,0.27,0.11,18477042,6329953,270163250,158438579,0.13,20170278,52433337,16867777,14066333,20170278,48889316,50354344,57620700,92839918,0,197683215,298843786,7667329,15339118.92,42969430,0.07060000000000001,0.115,53.37429113423528,199791,39536,120716,46723,30.4,0.4876104652610092,0.38,7.307636480121727e-4,FALSE,TRUE
Woodside,San Mateo,94062,Low,90.95,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,1.03,0.03,11.13,0.08,0.34,0.74,0.04,0.06,0.09,0.45,9162998,823344,300140,10473450,0.16,8603976,8336675,6493113,7902062,8603976,7410897,8538260,8557048,3555942,0,10909702,14756801,404929,677214.35,984368,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
